0,0,0
0.0006,0.0486,3.7368
0.0013,0.0835,4.6149
0.0025,0.1272,4.3952
0.0042,0.1758,5.0594
0.0065,0.2252,4.8089
0.0093,0.2755,5.0562
0.0124,0.3244,5.0252
0.0162,0.3739,4.8799
0.0204,0.4238,5.0185
0.0253,0.474,4.9101
0.0303,0.5233,5.1075
0.0362,0.5731,4.8359
0.0423,0.6229,5.0809
0.0491,0.6723,4.9299
0.0562,0.7218,4.9945
0.064,0.7717,4.9348
0.0722,0.8216,4.9934
0.0809,0.8711,4.9949
0.0901,0.9208,4.9416
0.0998,0.9706,4.9888
0.1099,1.02,4.9915
0.1207,1.0697,4.9466
0.1318,1.1194,4.9856
0.1436,1.1693,4.9507
0.1558,1.2193,4.9851
0.1685,1.2689,4.9888
0.1817,1.3187,4.9536
0.1954,1.3686,4.9828
0.2095,1.4182,4.987
0.2243,1.4679,4.956
0.2394,1.5177,4.9812
0.255,1.5672,4.9856
0.2712,1.6169,4.958
0.2878,1.6666,4.9798
0.3051,1.7165,4.9598
0.3226,1.766,5.0037
0.3409,1.8158,4.9426
0.3594,1.8654,4.9963
0.3785,1.9151,4.9668
0.3983,1.965,4.9571
0.4183,2.0146,4.9988
0.4389,2.0643,4.9681
0.4602,2.1141,4.9581
0.4819,2.164,4.9776
0.504,2.2137,4.9826
0.5265,2.2633,4.982
0.5496,2.3129,4.9646
0.5734,2.3628,4.96
0.5974,2.4125,4.9929
0.622,2.4622,4.971
0.6472,2.512,4.9607
0.6729,2.5618,4.9762
0.699,2.6116,4.9813
0.7255,2.6612,4.9809
0.7526,2.7109,4.9669
0.7803,2.7608,4.962
0.8083,2.8104,4.9886
0.8369,2.8601,4.9731
0.8661,2.9099,4.9625
0.8955,2.9595,4.9872
0.9258,3.0094,4.9619
0.9563,3.059,4.981
0.9874,3.1088,4.9741
1.0191,3.1586,4.9635
1.051,3.2083,4.9853
1.0836,3.258,4.9745
1.1168,3.3078,4.9638
1.1504,3.3575,4.9742
1.1844,3.4072,4.9795
1.219,3.457,4.9697
1.2541,3.5067,4.9738
1.2895,3.5564,4.9791
1.3256,3.6061,4.97
1.3621,3.6558,4.9734
1.3992,3.7056,4.9703
1.4368,3.7553,4.9733
1.4749,3.8051,4.9705
1.5133,3.8547,4.9811
1.5525,3.9046,4.9682
1.5919,3.9541,4.9751
1.6321,4.0041,4.9687
1.6725,4.0537,4.9746
1.7136,4.1034,4.9764
1.7552,4.1532,4.9654
1.7971,4.2028,4.9793
1.8398,4.2527,4.9698
1.8826,4.3023,4.9732
1.9261,4.352,4.9765
1.9702,4.4018,4.9656
2.0147,4.4515,4.9718
2.0597,4.5011,4.9771
2.1052,4.5509,4.9711
2.1513,4.6007,4.9656
2.1977,4.6503,4.9769
2.2448,4.7001,4.9711
2.2922,4.7497,4.9708
2.3403,4.7996,4.9713
2.3887,4.8491,4.9703
2.4376,4.8989,4.9765
2.4872,4.9486,4.9654
2.5372,4.9983,4.9702
2.5877,5.0481,4.9709
2.6387,5.0977,4.9698
2.6902,5.1475,4.9707
2.7422,5.1972,4.9695
2.7945,5.2468,4.9748
2.8474,5.2965,4.9704
2.901,5.3462,4.9648
2.9549,5.3958,4.9687
3.0094,5.4456,4.9701
3.0643,5.4952,4.9682
3.1197,5.5449,4.9699
3.1758,5.5947,4.9642
3.2323,5.6443,4.9675
3.2891,5.694,4.9728
3.3465,5.7436,4.9692
3.4045,5.7933,4.9634
3.4628,5.8429,4.9664
3.5218,5.8926,4.9687
3.5813,5.9423,4.9629
3.6412,5.992,4.9655
3.7016,6.0417,4.9681
3.7625,6.0913,4.9648
3.8239,6.1409,4.9675
3.8858,6.1906,4.9616
3.9483,6.2403,4.9614
4.0112,6.2899,4.9635
4.0744,6.3395,4.9687
4.1384,6.3892,4.9639
4.2028,6.4387,4.9565
4.2677,6.4884,4.9655
4.3331,6.538,4.9593
4.3989,6.5876,4.9609
4.4653,6.6372,4.9643
4.5321,6.6868,4.9581
4.5995,6.7364,4.9577
4.6675,6.786,4.9573
4.7358,6.8356,4.9583
4.8046,6.8852,4.9621
4.8739,6.9347,4.9557
4.9438,6.9843,4.9552
5.0142,7.0338,4.9547
5.0849,7.0833,4.9552
5.1563,7.133,4.9583
5.2282,7.1825,4.947
5.3005,7.232,4.9532
5.3732,7.2815,4.9575
5.4466,7.3311,4.9501
5.5203,7.3805,4.9448
5.5948,7.4301,4.9548
5.6695,7.4795,4.9431
5.7447,7.5289,4.9538
5.8205,7.5784,4.9465
5.8969,7.6279,4.94
5.9737,7.6774,4.9452
6.0509,7.7268,4.9442
6.1287,7.7762,4.9432
6.2069,7.8256,4.9422
6.2857,7.8751,4.9412
6.3648,7.9243,4.9336
6.4443,7.9488,2.4525
6.5239,7.9484,-0.0443
6.6033,7.948,-0.039
6.6827,7.9477,-0.0269
6.7622,7.9474,-0.0341
6.8417,7.947,-0.035
6.9213,7.9467,-0.0359
7.0007,7.9462,-0.0433
7.0801,7.9459,-0.0311
7.1595,7.9455,-0.0386
7.2391,7.9452,-0.0329
7.3184,7.9446,-0.0606
7.3978,7.9444,-0.0215
7.4773,7.9439,-0.0492
7.5568,7.9435,-0.0436
7.6363,7.943,-0.0447
7.7156,7.9425,-0.0528
7.795,7.9422,-0.0332
7.8745,7.9416,-0.055
7.9539,7.9411,-0.0494
8.0334,7.9406,-0.0506
8.1128,7.9401,-0.0519
8.1922,7.9396,-0.0533
8.2715,7.939,-0.0546
8.3508,7.9385,-0.056
8.4303,7.938,-0.0502
8.5096,7.9372,-0.0736
8.589,7.9368,-0.0458
8.6683,7.9361,-0.0694
8.7478,7.9355,-0.0562
8.827,7.9347,-0.0804
8.9064,7.9342,-0.0521
8.9856,7.9334,-0.0765
9.065,7.9328,-0.0631
9.1444,7.932,-0.0804
9.2236,7.9312,-0.0748
9.3029,7.9305,-0.0689
9.3824,7.9298,-0.0788
9.4615,7.9288,-0.0971
9.5409,7.9282,-0.0593
9.6201,7.9271,-0.1101
9.6994,7.9265,-0.0637
9.7787,7.9254,-0.1071
9.8578,7.9244,-0.0935
9.9372,7.9237,-0.0792
10.0164,7.9225,-0.1157
10.0955,7.9215,-0.102
10.1748,7.9206,-0.0876
10.254,7.9193,-0.1254
10.3331,7.9183,-0.1027
10.4123,7.9172,-0.1148
10.4915,7.916,-0.1184
10.5706,7.9148,-0.1221
10.6498,7.9135,-0.126
10.7289,7.9122,-0.1301
10.808,7.9109,-0.1343
10.8871,7.9095,-0.1387
10.9661,7.908,-0.1434
11.0452,7.9067,-0.1384
11.1243,7.905,-0.1629
11.2033,7.9034,-0.1585
11.2824,7.9019,-0.1539
11.3614,7.9001,-0.1798
11.4403,7.8983,-0.176
11.5192,7.8966,-0.1717
11.5982,7.8947,-0.1886
11.6772,7.8928,-0.1956
11.7561,7.8906,-0.2141
11.835,7.8886,-0.2
11.9139,7.8865,-0.219
11.9926,7.8841,-0.2391
12.0714,7.8819,-0.2138
12.1502,7.8794,-0.2576
12.2291,7.8769,-0.2444
12.3077,7.874,-0.291
12.3865,7.8715,-0.2541
12.4651,7.8684,-0.3025
12.5438,7.8655,-0.2903
12.6225,7.8624,-0.316
12.7008,7.8376,-2.4758
12.7786,7.785,-5.2692
12.856,7.7325,-5.2469
12.9327,7.6796,-5.2884
13.009,7.6269,-5.2666
13.0848,7.574,-5.291
13.16,7.5208,-5.3218
13.2346,7.4676,-5.3199
13.3088,7.4147,-5.2927
13.3824,7.3609,-5.3755
13.4555,7.3075,-5.3394
