0,0,0,-0.0004
0.0007,0.0593,5.0845,-0.0023
0.0017,0.1196,7.054,-0.0062
0.0036,0.1897,7.0739,-0.0128
0.0063,0.2643,7.2552,-0.0233
0.0097,0.3388,7.4545,-0.0373
0.0137,0.4121,7.4611,-0.0544
0.0186,0.4863,7.3726,-0.075
0.0242,0.5596,7.3827,-0.0991
0.0304,0.6326,7.431,-0.1264
0.0375,0.7065,7.3956,-0.1572
0.0453,0.7806,7.3422,-0.1919
0.0539,0.8541,7.358,-0.2301
0.0631,0.9275,7.413,-0.2716
0.0731,1.0016,7.4069,-0.3166
0.0839,1.0755,7.3422,-0.3655
0.0954,1.1487,7.3312,-0.4181
0.1077,1.2231,7.4048,-0.4743
0.1206,1.296,7.3166,-0.5342
0.1343,1.3701,7.3971,-0.5976
0.1487,1.4427,7.301,-0.6648
0.1638,1.5165,7.3873,-0.7356
0.1797,1.5898,7.3141,-0.8106
0.1963,1.6622,7.2777,-0.8893
0.2138,1.7368,7.4012,-0.9721
0.2319,1.8087,7.1933,-1.0592
0.2505,1.8814,7.3198,-1.1496
0.2702,1.9555,7.3835,-1.2443
0.2903,2.0268,7.1608,-1.3432
0.3115,2.1008,7.369,-1.4465
0.3331,2.1721,7.139,-1.5541
0.3555,2.245,7.3095,-1.6656
0.3788,2.318,7.2714,-1.782
0.4026,2.3889,7.101,-1.9028
0.4273,2.4623,7.3205,-2.0281
0.4526,2.5327,7.072,-2.1579
0.4786,2.6058,7.2965,-2.2923
0.5054,2.6766,7.091,-2.4318
0.533,2.7488,7.1976,-2.5763
0.561,2.8186,7.0077,-2.7255
0.5901,2.8918,7.2908,-2.8799
0.6196,2.9605,6.8988,-3.0395
0.65,3.0334,7.2596,-3.2045
0.6809,3.1017,6.8582,-3.3748
0.7127,3.1741,7.2252,-3.5505
0.7451,3.2427,6.872,-3.7321
0.7782,3.3133,7.0556,-3.9193
0.812,3.3829,6.959,-4.1125
0.8466,3.4522,6.9359,-4.3118
0.8818,3.5214,6.9117,-4.5174
0.9177,3.5902,6.8863,-4.7292
0.9544,3.6596,6.9211,-4.9478
0.9915,3.7263,6.6931,-5.1729
1.0295,3.7958,6.9435,-5.4045
1.0682,3.8635,6.7598,-5.6436
1.1075,3.9301,6.6643,-5.8899
1.1475,3.9979,6.7746,-6.1435
1.188,4.0637,6.596,-6.4044
1.2294,4.1315,6.7732,-6.6733
1.2713,4.1959,6.4428,-6.9503
1.314,4.2629,6.7007,-7.2354
1.3572,4.3273,6.4317,-7.5293
1.4011,4.3919,6.4703,-7.8316
1.4457,4.4569,6.4979,-8.143
1.491,4.5207,6.3714,-8.464
1.5368,4.5832,6.2515,-8.7943
1.5832,4.6467,6.3587,-9.134
1.6303,4.7089,6.2245,-9.4839
1.6781,4.7715,6.2468,-9.8445
1.7264,4.8318,6.0317,-10.216
1.7752,4.8923,6.0589,-10.5981
1.8249,4.954,6.1549,-10.992
1.875,5.0116,5.764,-11.3978
1.9257,5.0711,5.9528,-11.8153
1.9769,5.129,5.7987,-12.2451
2.0288,5.1871,5.8113,-12.6879
2.0808,5.2063,1.9159,-13.1429
2.1328,5.1904,-1.5887,-13.6072
2.1845,5.1761,-1.4344,-14.0788
2.2362,5.1643,-1.1789,-14.5582
2.2876,5.1486,-1.573,-15.0455
2.339,5.1363,-1.2205,-15.5407
2.3902,5.1202,-1.6202,-16.044
2.4413,5.1076,-1.261,-16.5555
2.4923,5.0928,-1.4712,-17.0761
2.543,5.076,-1.6879,-17.605
2.5936,5.0628,-1.3191,-18.1422
2.6441,5.0465,-1.631,-18.6882
2.6944,5.0319,-1.4527,-19.2432
2.7445,5.0152,-1.6693,-19.8071
2.7945,5.0004,-1.4865,-20.38
2.8444,4.9843,-1.6018,-20.9624
2.8941,4.9672,-1.7194,-21.5539
2.9436,4.9519,-1.529,-22.1545
2.993,4.9354,-1.6426,-22.7646
3.0421,4.9179,-1.758,-23.3839
3.0912,4.9033,-1.4542,-24.0127
3.1399,4.8845,-1.8794,-24.6511
3.1891,4.9062,2.1575,-25.3015
3.2386,4.9548,4.8713,-25.9681
3.2887,5.0049,4.9986,-26.6535
3.3391,5.049,4.4139,-27.3582
