0,0,0
0.0005,0.0527,5.1471
0.0018,0.1271,7.2697
0.0039,0.2111,8.5684
0.0069,0.2941,8.2813
0.0106,0.3776,8.49
0.0152,0.4606,8.3153
0.0206,0.5446,8.3643
0.0269,0.6287,8.4675
0.034,0.7121,8.3425
0.042,0.7962,8.3773
0.0508,0.8804,8.4568
0.0604,0.964,8.3538
0.0708,1.048,8.4514
0.0822,1.1315,8.2951
0.0943,1.2162,8.5414
0.1073,1.2992,8.277
0.1211,1.3838,8.4776
0.1358,1.4675,8.3686
0.1513,1.5517,8.3978
0.1677,1.636,8.4531
0.1849,1.7197,8.3751
0.2029,1.8039,8.4042
0.2219,1.8882,8.4071
0.2416,1.9727,8.4578
0.2621,2.0565,8.3848
0.2835,2.1408,8.4602
0.3058,2.2245,8.3436
0.3288,2.3093,8.4905
0.3528,2.3933,8.3947
0.3775,2.4777,8.4677
0.4031,2.5615,8.3562
0.4296,2.6464,8.4987
0.4569,2.7304,8.405
0.485,2.8148,8.4344
0.5141,2.8993,8.4374
0.5439,2.9839,8.4816
0.5745,3.068,8.4158
0.6061,3.1523,8.4053
0.6385,3.2375,8.516
0.6716,3.3219,8.4647
0.7057,3.4058,8.3875
0.7407,3.4908,8.4843
0.7764,3.5757,8.4997
0.8129,3.66,8.4358
0.8505,3.7444,8.4273
0.8888,3.8297,8.5349
0.9279,3.9142,8.4446
0.9679,3.999,8.4746
1.0087,4.0839,8.5156
1.0504,4.1681,8.4146
1.0929,4.2533,8.5103
1.1362,4.3384,8.5233
1.1805,4.4227,8.423
1.2255,4.5082,8.5558
1.2715,4.5926,8.4282
1.3183,4.6781,8.5606
1.366,4.7625,8.433
1.4144,4.8481,8.5649
1.4637,4.9328,8.474
1.5139,5.0178,8.5039
1.565,5.1026,8.4692
1.6168,5.1883,8.5723
1.6696,5.2731,8.4807
1.7231,5.3582,8.5102
1.7776,5.4433,8.5114
1.8328,5.5285,8.5124
1.889,5.6136,8.5132
1.946,5.6988,8.5138
2.0038,5.7841,8.5504
2.0625,5.8687,8.4494
2.1221,5.9542,8.5428
2.1824,6.0396,8.5498
2.2436,6.1244,8.4842
2.3058,6.2093,8.4763
2.3687,6.295,8.5758
2.4325,6.3798,8.4805
2.4971,6.4652,8.5434
2.5627,6.5496,8.4406
2.629,6.6353,8.5677
2.6962,6.72,8.4709
2.7643,6.805,8.4968
2.8331,6.8902,8.5289
2.9029,6.9746,8.4246
2.9735,7.0603,8.5853
3.045,7.1443,8.3862
3.1173,7.2297,8.5397
3.1904,7.3143,8.4754
3.2644,7.3987,8.434
3.3392,7.4833,8.457
3.4148,7.5684,8.5206
3.4914,7.652,8.3488
3.5688,7.7373,8.5346
3.647,7.821,8.3678
3.726,7.9055,8.453
3.8059,7.9897,8.4144
3.8866,8.0737,8.4047
3.9683,8.1573,8.3599
4.0507,8.2418,8.4482
4.1339,8.3252,8.3436
4.218,8.4088,8.3616
4.3029,8.4923,8.3498
4.3887,8.5757,8.3375
4.4752,8.6593,8.359
4.5627,8.7421,8.2823
4.651,8.8252,8.2981
4.74,8.9086,8.3522
4.83,8.9904,8.1778
4.9207,9.0739,8.3518
5.0123,9.1558,8.1822
5.1046,9.2386,8.2919
5.1978,9.3202,8.1515
5.2919,9.4025,8.2265
5.3867,9.4846,8.2147
5.4824,9.5657,8.1035
5.5788,9.648,8.2427
5.6761,9.7285,8.0418
5.7742,9.8102,8.1752
5.8731,9.8912,8.1013
5.9728,9.972,8.0838
6.0734,10.0524,8.0342
6.1747,10.1332,8.0766
6.2768,10.2138,8.063
6.3798,10.2934,7.9543
6.4835,10.3739,8.0548
6.5881,10.4534,7.9509
6.6934,10.5333,7.9918
6.7995,10.6125,7.9162
6.9065,10.6921,7.9566
7.0141,10.7712,7.9126
7.1226,10.8501,7.8955
7.2319,10.9289,7.8786
7.3421,11.0073,7.8322
7.4528,11.0865,7.9311
7.5645,11.164,7.7483
7.677,11.2427,7.8686
7.7901,11.3207,7.8017
7.9041,11.3983,7.7576
8.0189,11.4763,7.7967
8.1344,11.5539,7.7571
8.2508,11.6313,7.7429
8.3679,11.7086,7.7292
8.4857,11.786,7.7436
8.6043,11.8628,7.6788
8.7237,11.9397,7.6904
8.8438,12.0167,7.7054
8.9648,12.0932,7.6434
9.0865,12.17,7.6822
9.209,12.2465,7.6483
9.3322,12.3229,7.6381
9.4561,12.3994,7.6542
9.5805,12.4343,3.4913
9.7049,12.4287,-0.5604
9.829,12.4223,-0.644
9.9531,12.4152,-0.702
10.0773,12.4087,-0.6529
10.2013,12.4027,-0.6059
10.3253,12.3958,-0.6821
10.4491,12.3897,-0.6138
10.5729,12.3834,-0.6276
10.6968,12.377,-0.64
10.8205,12.3711,-0.5934
10.9441,12.365,-0.606
11.0677,12.359,-0.5986
11.1912,12.3529,-0.6097
11.3147,12.3473,-0.5644
11.4381,12.3414,-0.5939
11.5619,12.3698,2.8482
11.685,12.3154,-5.4495
11.8065,12.1509,-16.4515
11.928,12.1481,-0.286
12.0495,12.1452,-0.2908
12.1708,12.1423,-0.2889
12.2923,12.1388,-0.3446
12.4137,12.1356,-0.3191
12.5349,12.1321,-0.3511
12.6562,12.1284,-0.3741
12.7774,12.1246,-0.3757
12.8986,12.1206,-0.4065
13.0198,12.1164,-0.4162
13.1409,12.1121,-0.4276
13.262,12.1075,-0.4579
13.383,12.1029,-0.4642
13.504,12.098,-0.494
13.6249,12.0929,-0.507
13.7458,12.0877,-0.5218
13.8666,12.0822,-0.5508
13.9874,12.0765,-0.562
14.1081,12.0706,-0.5903
14.2288,12.0646,-0.6065
14.3493,12.0583,-0.6247
14.4699,12.0511,-0.7228
14.5898,11.9944,-5.6698
14.7089,11.9073,-8.7067
14.8271,11.8201,-8.7224
14.9445,11.7328,-8.726
15.0609,11.6455,-8.7356
15.1765,11.5581,-8.7392
15.2912,11.4706,-8.7423
15.405,11.3832,-8.751
15.5179,11.2957,-8.7543
15.63,11.2082,-8.7504
15.7413,11.1206,-8.7522
15.8516,11.0329,-8.7667
15.961,10.9454,-8.7567
16.0696,10.8578,-8.7576
16.1773,10.7702,-8.7559
16.2841,10.6826,-8.7622
16.3901,10.5952,-8.7469
16.4951,10.5076,-8.7559
16.5993,10.4202,-8.7372
16.7027,10.3327,-8.7463
16.8051,10.2454,-8.7353
16.9067,10.1581,-8.7281
17.0075,10.0709,-8.7201
17.1073,9.9837,-8.7237
17.2062,9.8967,-8.695
17.3043,9.8098,-8.6916
17.4015,9.7229,-8.6943
17.4979,9.6362,-8.6748
17.5934,9.5497,-8.6477
17.688,9.4631,-8.6583
17.7818,9.3767,-8.6354
17.8747,9.2904,-8.6371
17.9668,9.2045,-8.579
18.0579,9.1184,-8.6181
18.1483,9.0327,-8.5627
18.2377,8.947,-8.5752
18.3263,8.8617,-8.5278
18.4141,8.7763,-8.541
18.5011,8.6914,-8.491
18.5871,8.6062,-8.5248
18.6723,8.5217,-8.4388
18.7567,8.437,-8.4675
18.8402,8.3525,-8.4548
18.9229,8.2686,-8.3989
19.0047,8.1846,-8.3938
19.0857,8.1009,-8.3734
19.1659,8.0172,-8.3757
19.2452,7.934,-8.3158
19.3238,7.8508,-8.3116
19.4014,7.7675,-8.3387
19.4783,7.6851,-8.2348
19.5544,7.6026,-8.2494
19.6295,7.5198,-8.2788
19.7039,7.4381,-8.1705
19.7774,7.3558,-8.2392
19.8502,7.2744,-8.1283
19.9222,7.1927,-8.1734
19.9932,7.1111,-8.1607
20.0636,7.0304,-8.0663
20.133,6.949,-8.1428
20.2017,6.8685,-8.0542
20.2696,6.7879,-8.0562
20.3367,6.7075,-8.0375
20.4029,6.6271,-8.0483
20.4684,6.5473,-7.9792
20.5331,6.4674,-7.9837
20.597,6.3875,-7.9965
20.6601,6.3082,-7.9267
20.7223,6.2286,-7.9639
20.7838,6.1496,-7.8939
20.8446,6.0705,-7.9016
20.9045,5.9913,-7.918
20.9636,5.9126,-7.8796
21.022,5.8342,-7.8333
21.0795,5.7555,-7.8762
21.1363,5.6774,-7.8057
21.1923,5.5989,-7.8504
21.2474,5.5209,-7.8132
